Title,Image_Name,Cleaned_Ingredients,ingredient_list,multi_hot
"Halibut with Spicy Sausage, Tomatoes, and Rosemary",halibut-with-spicy-nduja-sausage-tomatoes-and-rosemary,"['16 cherry and/or Sun Gold tomatoes, divided', '6 garlic cloves, smashed, divided', '2 sprigs rosemary, divided', '8 ounces nduja, casing removed, crumbled, or Spanish-style chorizo, casings removed, thinly sliced, divided', '3 pounds skinless halibut fillet, cut into 8 pieces, divided', 'Kosher salt, freshly ground pepper', '4 tablespoons dry white wine, divided', '4 tablespoons olive oil', 'divided']","['cherry', 'tomato', 'garlic', 'rosemary', 'nduja', 'halibut fillet', 'kosher salt', 'pepper', 'white wine', 'olive oil']",[0 0 0 ... 0 0 0]
Shoyu Ramen,shoyu-ramen-51187270,"['2 pieces dried kombu', '1/2 cup reduced-sodium soy sauce', '2 tablespoons dry sake', '1 tablespoon mirin', '1 1/2 pounds boneless pork shoulder', 'Kosher salt, freshly ground pepper', '2 tablespoons vegetable oil', '2 pounds chicken necks, backs, and/or wings', '1 pound pork spareribs', '2 bunches scallions, chopped', '2 carrots, peeled, cut into pieces', '1 head of garlic, halved horizontally', '1 1"" piece ginger, peeled, sliced', '1/4 cup bonito flakes', '3 large eggs', '6 5-ounce packages fresh thin and wavy ramen noodles (or six 3-ounce packages dried)', '1/2 cup menma (fermented bamboo shoots)', '6 scallions, thinly sliced', '3 toasted nori sheets, torn in half', 'Chili oil', 'toasted sesame oil', 'and shichimi togarashi (for serving)']","['kombu', 'soy sauce', 'sake', 'mirin', 'pork shoulder', 'kosher salt', 'pepper', 'vegetable oil', 'chicken necks', 'pork spareribs', 'scallions', 'carrots', 'garlic', 'ginger', 'bonito flakes', 'eggs', 'ramen noodles', 'menma', 'nori', 'chili oil', 'sesame oil', 'shichimi togarashi']",[0 0 0 ... 0 0 0]
Grilled Shrimp Rémoulade,grilled-shrimp-remoulade-109742,"['1/4 cup Creole mustard* or other coarse-grain mustard', '1/4 cup white-wine vinegar', '2/3 cup plus 1/4 cup vegetable oil', '3 tablespoons minced fresh flat-leaf parsley', '2 1/2 tablespoons drained bottled horseradish', '2 1/2 tablespoons minced dill pickle', '2 tablespoons minced scallion greens', '2 teaspoons paprika (not hot)', '1 1/2 teaspoons cayenne', '2 1/4 teaspoons salt', '1 teaspoon black pepper', '3 lb large shrimp in shell (21 to 25 per lb)', 'Special equipment: 14 (12-inch) wooden skewers']","['creole mustard', 'white-wine vinegar', 'vegetable oil', 'leaf parsley', 'd horseradish', 'dill pickle', 'scallion greens', 'paprika', 'cayenne', 'salt', 'black pepper', 'shrimp', 'wood', 'wers']",[0 0 0 ... 0 0 0]
King Cake Old Fashioned,king-cake-old-fashioned-51225610,"['1 1/2 cups sugar', '1 cup water', '6 to 8 (3-inch) cinnamon sticks', '1 (2 1/2-inch) ice cube or ice ball', '2 ounces Rougaroux 13 Pennies Praline Rum*', '2 dashes of El Guapo Chicory-Pecan Bitters**', '1 (1/2- by 3-inch) piece orange peel and 2 to 3 golden raisins for garnish', '""*Rougaroux 13 Pennies Praline Rum is available throughout Louisiana', 'and has limited availability in Kentucky and Montana. It can be ordered and shipped to most states by calling or emailing Donner-Peltier Distillers (985-446-0002; info@dpdspirits.com). To make your own praline-infused rum', 'see the Cooks Notes below.""', '""**El Guapo Chicory-Pecan bitters can be ordered from Amazon.com. Alternatively', 'Dale Degroffs Pimento Aromatic Bitters make a good substitute.""', '1 (2 1/2-inch) ice cube mold; 1 cocktail pick']","['sugar', 'water', 'cinnamon', 'ice cube', 'rougaroux', 'pennies praline rum', 'el guapo chicory', 'pecan bitters', 'orange peel', 'rais', 'pen', 'praline rum', 'rum', 'cook', 'pecan bitter', 'le degroffs pimento aromatic bitters', 'ice cube mold']",[0 0 0 ... 0 0 0]
"Peanut Butter Sandwich Cookies, aka ""The Nora Ephron""",peanut-butter-sandwich-cookies-aka-the-nora-ephron-51129000,"['electric Mixer, 1-ounce ice Cream scoop (optional but recommended for the most uniform cookie sandwiches)', '1 1/2 cups (14 ounces/400 grams) creamy peanut butter, such as Skippy', '6 tablespoons (3/4 stick/3 ounces/168 grams) unsalted butter, softened', '2 tablespoons powdered sugar', '2 tablespoons honey', '1 teaspoon kosher salt', '1 1/2 cups (8 ounces/227 grams) all purpose flour', '1 teaspoon baking soda', '1/2 teaspoon baking powder', '1 2/3 cups (5 1/4 ounces/99 grams) rolled oats, such as Quaker old fashioned', '1/2 teaspoon kosher salt', '1 cup plus 2 tablespoons (2 sticks plus 2 tablespoons/11 1/4 ounces/320 grams) unsalted butter, softened', '1/3 cup (3 1/2 ounces/125 grams) crunchy natural peanut butter, such as Adams, well mixed', '3/4 cup (5 1/4 ounces/150 grams) granulated sugar', '2/3 cup (5 1/4 ounces/150 grams) packed brown sugar', '2 large eggs at room temperature', '1 teaspoon pure vanilla extract']","['electric mixer', 'ice cream', 'creamy peanut butter', 'ted butter', 'ed sugar', 'honey', 'kosher salt', 'flour', 'baking soda', 'baking powder', 'rolled oats', 'natural peanut butter', 'sugar', 'ed brown sugar', 'eggs', 'vanilla extract']",[0 0 0 ... 0 0 0]
Whole-Wheat Peanut Butter Waffles,whole-wheat-peanut-butter-waffles-239148,"['2 1/4 cups whole-wheat flour', '4 teaspoons baking powder', '1/2 cup creamy peanut butter', '1 1/2 tablespoons sugar', '2 eggs, beaten', '2 1/4 cups whole milk', '1/4 cup vegetable oil', '1/4 teaspoon kosher salt', 'Cooking spray or melted butter']","['wheat flour', 'baking powder', 'cream', 'peanut butter', 'sugar', 'eggs', 'milk', 'vegetable oil', 'kosher salt', 'cooking spray']",[0 0 0 ... 0 0 0]
Chocolate-Dipped Ice Cream Cones With Peanuts,chocolate-dipped-ice-cream-cones-with-peanuts-56389964,"['9 ounces semisweet chocolate, finely chopped (about 1 1/2 cups)', '3 tablespoons refined coconut oil', '6 sugar cones', '1 pint vanilla ice cream', '2 tablespoons peanuts', 'chopped']","['chocolate', 'ed coconut oil', 'sugar cones', 'vanilla ice cream', 'peanuts']",[0 0 0 ... 0 0 0]
Vegan Chocolate Cheesecake,vegan-chocolate-cheesecake-355990,"['1 1/4 cups chocolate or regular graham cracker crumbs (from nine 5-by 2 1/2-inch graham crackers)', '3 tablespoons sugar', '4 tablespoons Earth Balance vegan buttery spread, melted and cooled, plus additional for greasing pan', '2 1/4 cups sugar, divided', '1/3 cup water', '8 ounces bittersweet chocolate (no more than 60% cacao), chopped', '2 (1-pound packages silken tofu, drained', '1/4 cup unsweetened cocoa powder (not Dutch-process)', '2 (8-ounces) containers soy cream cheese at room temperature', '1 teaspoon pure vanilla extract', 'Rounded 1/4 teaspoon salt', 'Equipment: a 9-inch springform pan']","['chocolate', 'sugar', 'earth balance vegan buttery spread', 'water', 'bitters', 'et chocolate', 'ken tofu', 'ed cocoa powder', 'soy cream cheese', 'vanilla extract', 'salt', 'springform pan']",[0 0 0 ... 0 0 0]
"Fettuccine with Walnuts, Zucchini Ribbons, and Pecorino Romano",fettuccine-with-walnuts-zucchini-ribbons-and-pecorino-romano-235614,"['2 1/2 pounds small zucchini, untrimmed', '1 teaspoon fleur de sel or coarse kosher salt', '2 garlic cloves, pressed', '2 anchovy fillets, minced (about 1 tablespoon)', '1/2 teaspoon (scant) dried crushed red pepper', '1 pound fettuccine', '1/3 cup extra-virgin olive oil plus additional for serving', '3/4 cup walnuts, toasted, coarsely chopped', '1 cup freshly grated Pecorino Romano cheese, divided', '1/2 cup (packed) thinly sliced fresh basil', '1/4 cup (packed) chopped fresh mint', 'Fresh zucchini flowers', 'thinly sliced (optional)']","['zucchini', 'fleur de sel', 'garlic', 'anchovy fillets', 'ed red pepper', 'fettuccine', 'extra-virgin olive oil', 'walnuts', 'pecorino romano cheese', 'basil', 'mint', 'zucchini flowers']",[0 0 0 ... 0 0 0]
Salt-Baked Salmon with Citrus and Herbs,salt-baked-salmon-with-citrus-and-herbs-51259460,"['1 5–6 pound head-and tail-on salmon or arctic char, cleaned', '10 cups kosher salt (from about one 48-ounce box), plus more', '1 grapefruit, thinly sliced', '2 lemons, thinly sliced', '1/2 bunch dill', '1/2 bunch tarragon', '1 small shallot, finely chopped', '1/2 cup dry white wine', '3/4 cup (1 1/2 sticks) chilled unsalted butter, cut into pieces', '2 tablespoons crème fraîche', '1 teaspoon finely grated grapefruit zest', '1 teaspoon fresh grapefruit juice', '1 teaspoon finely grated lemon zest', '3 teaspoons fresh lemon juice, divided', 'Kosher salt', '1 cup fresh parsley leaves with tender stems', '1/3 cup fresh dill leaves', '1/3 cup fresh tarragon leaves', '2 tablespoons chopped capers', '2 teaspoons caraway seeds', 'Salmon will be closer to 5 pounds; arctic char closer to 6 pounds. Not all shops will have whole fish this large on hand; call ahead so they can order it.']","['salmon', 'kosher salt', 'grapefruit', 'lemons', 'dill', 'tarragon', 'shallot', 'white wine', 'ed', 'ted butter', 'crème fraîche', 'grapefruit zest', 'grapefruit juice', 'lemon zest', 'lemon juice', 'parsley leaves', 'dill leaves', 'tarragon leaves', 'capers', 'caraway seeds']",[0 0 0 ... 0 0 0]
Gochujang-Date Sauce,gochujang-date-sauce-51140810,"['5 pitted Medjool dates', '1 cup gochujang (Korean hot pepper paste)', '2 tablespoons toasted sesame oil']","['medjool dates', 'gochujang', 'sesame oil']",[0 0 0 ... 0 0 0]
Pork Chop with Apple and Celery Root Salad,pork-chop-with-apple-and-celery-root-salad,"['1 double-cut pork chop (1 1/2–2 pounds)', '1 tablespoon Diamond Crystal or 1 1/2 teaspoons Morton kosher salt', '1 teaspoon freshly ground black pepper', '1/2 teaspoon sugar', '2 tablespoons olive oil', '1 large egg yolk', '1 garlic clove, finely grated', '1/4 cup red wine vinegar', '1 tablespoon Dijon or horseradish mustard', '1 teaspoon honey', '1/2 cup olive oil, plus more for drizzling', 'Kosher salt, freshly ground pepper', '8 cups torn red leaf lettuce (from about 1 head)', '4 cups torn frisée (from about 1 head)', '1/2 small celery root (celeriac), peeled, cut into matchsticks (about 2 cups)', '1 apple, cut into matchsticks', '2 ounces Pecorino, shaved', '1/2 cup chopped smoked almonds', 'Flaky sea salt']","['pork chop', 'diamond crystal', 'black pepper', 'sugar', 'olive oil', 'egg yolk', 'garlic', 'red wine vinegar', 'dijon', 'honey', 'kosher salt', 'pepper', 'torn red leaf lettuce', 'torn frisée', 'celery root', 'apple', 'pecorino', 'almonds', 'flaky sea salt']",[0 0 0 ... 0 0 0]
"Pineapple, Blackberry, and Basil Smoothie",pineapple-blackberry-and-basil-smoothie-nonalcoholic-drink-michael-symon,"['1 cup chopped fresh pineapple', '1 cup blackberries', '½ cup basil leaves', '1 cup coconut water', 'Juice of ½ lime']","['pineapple', 'blackberries', 'basil leaves', 'coconut water', 'juice', 'lime']",[0 0 0 ... 0 0 0]
Pickled Hot Chiles,pickled-hot-chiles-107029,"['4 cups distilled white vinegar', '1 1/3 cups water', '1/4 cup sugar', '1 1/2 teaspoons kosher or canning salt', '1 1/2 pounds small hot chiles (6 cups), stems trimmed to 1/4 inch', '7 or 8 garlic cloves', '3 1/2 to 4 teaspoons pickling spices', '8 (1/2-pint) canning jars with lids and screw bands; a boiling-water canner or an 8- to 10-quart deep pot']","['white vinegar', 'water', 'sugar', 'kosher', 'chiles', 'garlic', 'pickling spices', 'canning jar']",[0 0 0 ... 0 0 0]
Mashed Plantains With Fried Eggs (Mangú de Plátanos),mashed-plantains-with-fried-eggs-mangu-de-platanos,"['2 large plantains, peeled and cut in half lengthwise', '½ red onion, thinly sliced', '¼ cup (60 mL) white vinegar 2 tablespoons (30 mL)', 'Extra-virgin olive oil or unsalted butter, divided', '¼ teaspoon (1 mL) sea salt', '¼ teaspoon (1 mL) freshly cracked pepper', '2 tablespoons (30 mL) vegetable oil', '2 eggs', '1 avocado', 'pitted', 'peeled', 'and sliced']","['plantains', 'red onion', 'white vinegar', 'extra', 'virgin olive oil', 'sea salt', 'ed pepper', 'vegetable oil', 'eggs', 'avocado']",[0 0 0 ... 0 0 0]
Fiorentini with Butternut Squash,fiorentini-with-butternut-squash-51143810,"['2 tablespoons olive oil', '2 tablespoons unsalted butter', '5 cups shredded butternut squash (from about 1/2 peeled medium squash; shredded with the coarse grating attachment on a food processor or on a box grater)', '1/4 cup thinly sliced fresh sage', '1 pound fiorentini or other short curled pasta', 'Kosher salt', '1/2 cup finely grated Parmesan or Grana Padano plus more']","['olive oil', 'ted butter', 'butternut squash', 'sage', 'fiorentini', 'kosher salt', 'parmesan']",[0 0 0 ... 0 0 0]
Sea Bass in Papillote,sea-bass-in-papillote-236934,"['3 tablespoons extra-virgin olive oil', '4 (6-ounce) fillets black sea bass or striped bass (1/2 to 1 1/4 inches thick) with skin', '3/4 teaspoon salt', '1/4 teaspoon black pepper', '8 thin lemon slices (less than 3/4 inch thick; from 1 large lemon)', '8 sprigs fresh thyme', '2 garlic cloves, very thinly sliced', '12 cherry or grape tomatoes, halved', '1 1/2 tablespoons drained bottled capers']","['extra-virgin olive oil', 'fille', 'black sea bas', 'salt', 'black pepper', 'lemon', 'thyme', 'garlic', 'cherry', 'bottled capers']",[0 0 0 ... 0 0 0]
Black Pepper Spice-Rubbed Beef Tenderloin,black-pepper-spice-rubbed-beef-tenderloin-354976,"['1 1/2 teaspoons black peppercorns', '1 1/2 teaspoons coriander seeds', '1 1/2 teaspoons cumin seeds', '1 1/2 teaspoons mustard seeds (preferably brown)', '1/2 teaspoon whole cloves', '1/2 teaspoon fennel seeds', '4 green cardamom pods, crushed, reserving seeds and discarding pods', '1 (1 1/2-inch) cinnamon stick, broken into small pieces', '1 1/4 teaspoon coarse sea salt or kosher salt', '1 (2-pounds) trimmed and tied center-cut beef tenderloin roast, at room temperature 30 minutes', '1 1/2 tablespoons vegetable oil', 'Equipment: an electric coffee/spice grinder']","['black peppercorns', 'coriander seeds', 'cumin seeds', 'mustard seeds', 'brown', 'cloves', 'fennel seeds', 'green cardamom pod', 'cinnamon', 'sea salt', 'beef tenderloin roast', 'vegetable oil', 'electric coffee', 'spice grind']",[0 0 0 ... 0 0 0]
Whipped Cream Cake,whipped-cream-cake-rose-levy-beranbaum,"['2 1/4 cups cake flour or 2 cups all purpose flour, sifted (measured by sifting into the cup and leveling it off)', '2 teaspoons baking powder', '3/4 teaspoon salt', '1 1/2 cups heavy cream, cold', '3 large eggs, at room temperature', '1 teaspoon pure vanilla extract', '1 cup plus 2 tablespoons superfine sugar', 'Special Equipment: 1 (10-cup) fluted metal tube pan', 'coated with baking spray with flour']","['cake flour', 'baking powder', 'salt', 'heavy cream', 'eggs', 'vanilla extract', 'sugar', 'metal tube pan', 'bak', 'flo']",[0 0 0 ... 0 0 0]
"Melon Salad with Arugula, Fennel, and Marjoram",melon-salad-with-arugula-fennel-and-marjoram-56390053,"['1/2 medium Canary melon, rind removed and flesh cut into 1/2-inch pieces (about 3 1/2 cups)', '1/2 medium Charentais melon, rind removed and flesh cut into 1/2-inch pieces (about 3 1/2 cups)', '1/4 small heirloom watermelon, rind removed and flesh cut into 1/2-inch pieces (about 1 cup)', '1 teaspoon kosher salt, plus more for seasoning', '1 medium fennel bulb, thinly sliced', '3 tablespoons extra-virgin olive oil', '1 1/2 tablespoons moscato vinegar', '2 loosely packed cups baby arugula', '2 tablespoons fresh marjoram', 'large leaves torn']","['canary melon', 'charentais melon', 'heirloom watermelon', 'kosher salt', 'fennel bulb', 'extra-virgin olive oil', 'moscato vinegar', 'baby arugula', 'marjoram', 'leaves torn']",[0 0 0 ... 0 0 0]
Belmont,belmont-200474,"['2 ounces gin', '1/2 ounce grenadine or raspberry syrup', '3/4 ounces heavy cream', '3 or 4 ice cubes']","['gin', 'grenadine', 'heavy cream', 'ice cubes']",[0 0 0 ... 0 0 0]
Greek Potato and Almond Dip,greek-potato-and-almond-dip-356110,"['3/4 pound russet (baking) potatoes, peeled and cut into 1-inch pieces', '1/2 cup sliced almonds', '1/2 cup coarse fresh white bread crumbs', '3 garlic cloves', '1/2 cup water', '3 to 4 teaspoons fresh lemon juice, divided', '2/3 cup extra-virgin olive oil, warmed', 'Accompaniment: crackers']","['russet', 'potatoes', 'almonds', 'white bread crumbs', 'garlic', 'water', 'lemon juice', 'extra-virgin olive oil', 'ac', 'crackers']",[0 0 0 ... 0 0 0]
Our Favorite Meatloaf,our-favorite-meatloaf,"['""1 cup fine fresh breadcrumbs (from 6 slices firm white bread; see Cooks Note below)"", 1/3 cup whole milk', '1 medium onion, coarsely chopped', '1 celery stalk, coarsely chopped', '4 garlic cloves', '2 tablespoons neutral vegetable oil, such as grapeseed', '2 1/4 teaspoons kosher salt, divided', '1 1/2 teaspoons freshly ground black pepper, divided', '3 tablespoons Worcestershire sauce', '1 1/2 pounds ground beef chuck, preferably 20% fat', '1/2 pound ground pork', '2 large eggs', '1/2 cup ketchup', 'divided', 'plus more for serving']","['breadcrumbs', 'onion', 'celery', 'garlic', 'vegetable oil', 'kosher salt', 'black pepper', 'worcestershire sauce', 'beef chuck', 'pork', 'eggs', 'ketchup']",[0 0 0 ... 0 0 0]
Chinese Trinidadian Stir-Fried Shrimp with Rum,chinese-trinidadian-stir-fried-shrimp-with-rum-388610,"['1 pound large shrimp', 'Juice of 1/2 lime', '3 tablespoons ketchup', '3 tablespoons dark Jamaican rum', '2 teaspoons soy sauce', '1/4 teaspoon ground white pepper', '2 tablespoons peanut or vegetable oil', '1 tablespoon minced garlic', '1 tablespoon minced ginger', '1/2 teaspoon salt', '1 medium ripe tomato, cut into thin wedges', '1 large green bell pepper, cut into thin strips', '1 small onion, cut into thin wedges', '1 tablespoon finely chopped cilantro']","['shrimp', 'juice', 'lime', 'ketchup', 'dark jamaican rum', 'soy sauce', 'white pepper', 'peanut', 'garlic', 'ginger', 'salt', 'tomato', 'green bell pepper', 'onion', 'cilantro']",[0 0 0 ... 0 0 0]
Lettuce Hearts with Shaved Hazelnuts,lettuce-hearts-with-shaved-hazelnuts-51144010,"['1/2 cup vegetable oil', '2 tablespoons (or more) fresh lemon juice', 'Kosher salt', '4 heads of Little Gem or 2 heads of Bibb lettuce, leaves separated and hearts halved through root (about 8 cups)', '1 cup mixed flat-leaf parsley, sorrel, and nasturtium leaves', '5 blanched hazelnuts']","['vegetable oil', 'lemon juice', 'kosher salt', 'mixed', 'leaf parsley', 'sorrel', 'hazelnuts']",[0 0 0 ... 0 0 0]
