Title,Image_Name,Macronutrients,Protein,Fat,Carbs,Total Calories
Glazed Cinnamon-Cardamom Buns,glazed-cinnamon-cardamom-buns,"[Protein = 14.5g, Fat = 31.2g, Carbs = 72.6g, Total Calories = 800]",14.5,31.2,72.6,800.0
Avocado Peanut Butter Brownies,avocado-peanut-butter-brownies,"[Protein = 16.1g, Fat = 33.5g, Carbs = 56.3g, Total Calories = 740]",16.1,33.5,56.3,740.0
Rigatoni with Meat Sauce,rigatoni-pasta-with-meat-sauce,"[Protein = 32.6g, Fat = 34.5g, Carbs = 63.5g, Total Calories = 860]",32.6,34.5,63.5,860.0
Deconstructed Chicken Caesar Salad,deconstructed-chicken-caesar-salad,"[Protein = 29.7g, Fat = 44.1g, Carbs = 48.2g, Total Calories = 880]",29.7,44.1,48.2,880.0
Sheet-Pan Cuban Rice and Beans,cuban-rice-and-beans,"[Protein = 18.2g, Fat = 26.3g, Carbs = 69.3g, Total Calories = 760]",18.2,26.3,69.3,760.0
Peanut Butter and Jelly Smoothie,peanut-butter-and-jelly-pbj-smoothie,"[Protein = 16.1g, Fat = 23.8g, Carbs = 41.9g, Total Calories = 550]",16.1,23.8,41.9,550.0
Potato Tart with Mustard Greens and Lemon Thyme,potato-tart-with-mustard-greens-and-lemon-thyme,"[Protein = 12.3g, Fat = 23.2g, Carbs = 39.4g, Total Calories = 600]",12.3,23.2,39.4,600.0
Grilled Lamb Chops with Kefir Verde Sauce,grilled-lamb-chops-with-kefir-verde-sauce,"[Protein = 28.3g, Fat = 52.1g, Carbs = 56.4g, Total Calories = 980]",28.3,52.1,56.4,980.0
Babee’s Easter Bread,babees-easter-bread,"[Protein = 13.4g, Fat = 19.6g, Carbs = 43.8g, Total Calories = 530]",13.4,19.6,43.8,530.0
Big-Batch Hard-Boiled Eggs,big-batch-hard-boiled-eggs,"[Protein = 19.2g, Fat = 29.7g, Carbs = 47.9g, Total Calories = 760]",19.2,29.7,47.9,760.0
Saffron Breakfast Kheer,saffron-breakfast-kheer,"[Protein = 16.3g, Fat = 37.9g, Carbs = 71.4g, Total Calories = 840]",16.3,37.9,71.4,840.0
Kimchi and Miso Noodle Soup,kimchi-and-miso-noodle-soup,"[Protein = 15.2g, Fat = 32.5g, Carbs = 61.1g, Total Calories = 780]",15.2,32.5,61.1,780.0
Shawarma-Spiced Tofu Pita Wraps,shawarma-spiced-tofu-pita-wraps,"[Protein = 29.4g, Fat = 25.7g, Carbs = 58.3g, Total Calories = 760]",29.4,25.7,58.3,760.0
"Buddha Bowl with Roasted Sweet Potatoes, Spiced Chickpeas, and Chard",buddha-bowl-with-roasted-sweet-potatoes-spiced-chickpeas-and-chard,"[Protein = 12.1g, Fat = 18.3g, Carbs = 49.5g, Total Calories = 570]",12.1,18.3,49.5,570.0
Tandoori Chicken and Vegetable Sheet-Pan Supper,tandoori-chicken-and-vegetable-sheet-pan-supper,"[Protein = 36.2g, Fat = 45.5g, Carbs = 58.7g, Total Calories = 950]",36.2,45.5,58.7,950.0
Roasted Brussels Sprouts with Warm Honey Glaze,roasted-brussels-sprouts-with-warm-honey-glaze,"[Protein = 6.7g, Fat = 35.2g, Carbs = 48.3g, Total Calories = 720]",6.7,35.2,48.3,720.0
Sheet-Pan Chicken Meatballs and Charred Broccoli,sheet-pan-chicken-meatballs-and-charred-broccoli,"[Protein = 28.9g, Fat = 37.1g, Carbs = 42.2g, Total Calories = 830]",28.9,37.1,42.2,830.0
Rigatoni with Easy Vodka Sauce,rigatoni-with-easy-vodka-sauce,"[Protein = 18.5g, Fat = 36.4g, Carbs = 52.1g, Total Calories = 800]",18.5,36.4,52.1,800.0
Sweet Potato Bowls with Spiced Lamb and Mushrooms,sweet-potato-bowls-with-spiced-lamb-and-mushrooms,"[Protein = 16.5g, Fat = 24.3g, Carbs = 43.4g, Total Calories = 640]",16.5,24.3,43.4,640.0
Date Night Pork Chop,date-night-pork-chop-with-apple-endive-salad,"[Protein = 22.6g, Fat = 30.8g, Carbs = 40.2g, Total Calories = 750]",22.6,30.8,40.2,750.0
Chicken Soup with Caramelized Ginger,chicken-soup-with-caramelized-ginger,"[Protein = 26.1g, Fat = 27.9g, Carbs = 45.4g, Total Calories = 780]",26.1,27.9,45.4,780.0
Coconut Cold Brew Coffee,coconut-cold-brew-coffee,"[Protein = 3.1g, Fat = 23.2g, Carbs = 63.1g, Total Calories = 540]",3.1,23.2,63.1,540.0
Corned Beef with Crispy Roasted Potatoes and Cabbage,corned-beef-with-crispy-roasted-potatoes-and-cabbage,"[Protein = 65.3g, Fat = 63.7g, Carbs = 81.2g, Total Calories = 1300]",65.3,63.7,81.2,1300.0
Pineapple Shrimp Noodle Bowls,pineapple-shrimp-noodle-bowls,"[Protein = 20.1g, Fat = 18.5g, Carbs = 65.6g, Total Calories = 730]",20.1,18.5,65.6,730.0
Apple and Calvados Tart (Galette de Pommes au Calvados),apple-and-calvados-tart-107610,"[Protein = 6.1g, Fat = 22.5g, Carbs = 40.3g, Total Calories = 630]",6.1,22.5,40.3,630.0
Chickpea Flatbreads with Burst Tomato Sauce,chickpea-flatbreads-with-burst-tomato-sauce,"[Protein = 9.8g, Fat = 32.1g, Carbs = 43.8g, Total Calories = 710]",9.8,32.1,43.8,710.0
Food Processor Butter,food-processor-butter,"[Protein = 5.6g, Fat = 34.1g, Carbs = 33.9g, Total Calories = 680]",5.6,34.1,33.9,680.0
Classic Crème Brûlée,classic-creme-brulee,"[Protein = 7.3g, Fat = 38.4g, Carbs = 47.6g, Total Calories = 750]",7.3,38.4,47.6,750.0
Cook-From-Frozen Steak with Burst Cherry Tomato Sauce,cook-from-frozen-steak-with-burst-cherry-tomato-sauce,"[Protein = 36.3g, Fat = 41.9g, Carbs = 57.3g, Total Calories = 950]",36.3,41.9,57.3,950.0
Black Bottom Brownie Cookies,black-bottom-brownie-cookies,"[Protein = 4.3g, Fat = 32.6g, Carbs = 52.1g, Total Calories = 650]",4.3,32.6,52.1,650.0
Bourbon Sugar and Pretzel Truffles,bourbon-sugar-and-pretzel-truffles,"[Protein = 3.2g, Fat = 33.5g, Carbs = 49.7g, Total Calories = 620]",3.2,33.5,49.7,620.0
"Cavatappi with Broccolini, Brown Butter, and Sage",cavatappi-pasta-with-broccolini-brown-butter-and-sage,"[Protein = 9.2g, Fat = 17.8g, Carbs = 51.6g, Total Calories = 640]",9.2,17.8,51.6,640.0
Crispy Kimchi and Scallion Pancakes,crispy-kimchi-and-scallion-pancakes,"[Protein = 16.5g, Fat = 26.4g, Carbs = 39.7g, Total Calories = 730]",16.5,26.4,39.7,730.0
Coconut Shrimp with Pineapple Herb Dipping Sauce,coconut-shrimp-with-pineapple-herb-dipping-sauce,"[Protein = 16.3g, Fat = 20.8g, Carbs = 53.6g, Total Calories = 670]",16.3,20.8,53.6,670.0
Vegan Matcha Almond Thumbprint Cookies,vegan-matcha-green-tea-almond-thumbprint-cookies,"[Protein = 8.9g, Fat = 24.2g, Carbs = 41.5g, Total Calories = 650]",8.9,24.2,41.5,650.0
Mini Potato Leek Frittata,mini-potato-leek-frittata,"[Protein = 18.2g, Fat = 20.1g, Carbs = 32.3g, Total Calories = 690]",18.2,20.1,32.3,690.0
Coconut Curried Vegetable Stew,coconut-curried-vegetable-stew,"[Protein = 22.1g, Fat = 24.4g, Carbs = 48.9g, Total Calories = 820]",22.1,24.4,48.9,820.0
Chopped BLT Salad,chopped-blt-salad,"[Protein = 13.2g, Fat = 31.8g, Carbs = 49.6g, Total Calories = 750]",13.2,31.8,49.6,750.0
Ginger + Greens Smoothie,ginger-greens-smoothie,"[Protein = 7.8g, Fat = 12.1g, Carbs = 38.9g, Total Calories = 450]",7.8,12.1,38.9,450.0
Spinach + Shiitake Grits Harvest Bowl (with sliced avocado),spinach-shiitake-grits-with-sliced-avocado,"[Protein = 7.5g, Fat = 10.4g, Carbs = 41.2g, Total Calories = 450]",7.5,10.4,41.2,450.0
Cheesy Hand Pies,cheesy-hand-pies,"[Protein = 21.7g, Fat = 22.1g, Carbs = 57.4g, Total Calories = 810]",21.7,22.1,57.4,810.0
Big-Batch Freezer Pork Tenderloin Strips,big-batch-freezer-pork-tenderloin-strips,"[Protein = 57.8g, Fat = 31.2g, Carbs = 19.1g, Total Calories = 880]",57.8,31.2,19.1,880.0
Steak Stroganoff,steak-stroganoff,"[Protein = 88.7g, Fat = 72.4g, Carbs = 70.6g, Total Calories = 1080]",88.7,72.4,70.6,1080.0
Steak Sandwiches with Fennel Slaw,steak-sandwiches-with-fennel-slaw,"[Protein = 30.3g, Fat = 29.2g, Carbs = 39.5g, Total Calories = 690]",30.3,29.2,39.5,690.0
Pan-Roasted Steak with Crispy Broccoli,pan-roasted-steak-with-crispy-broccoli,"[Protein = 65.2g, Fat = 72.8g, Carbs = 88.5g, Total Calories = 1160]",65.2,72.8,88.5,1160.0
Lemony Salmon and Spiced Chickpeas,lemony-salmon-and-spiced-chickpeas,"[Protein = 54.5g, Fat = 31.6g, Carbs = 51.7g, Total Calories = 860]",54.5,31.6,51.7,860.0
Sweet Cinnamon Tamal,sweet-cinnamon-tamal,"[Protein = 6.7g, Fat = 43.9g, Carbs = 80.8g, Total Calories = 920]",6.7,43.9,80.8,920.0
Roasted Winter Squash with Kale Pipian,roasted-winter-squash-with-kale-pipian,"[Protein = 13.1g, Fat = 24.3g, Carbs = 37.9g, Total Calories = 540]",13.1,24.3,37.9,540.0
Weeknight Beans on Toast,weeknight-beans-on-toast,"[Protein = 38.2g, Fat = 28.6g, Carbs = 43.5g, Total Calories = 740]",38.2,28.6,43.5,740.0
Sunny Side Burger with Salsa Verde,sunny-side-burger-with-salsa-verde,"[Protein = 57.3g, Fat = 57.9g, Carbs = 42.1g, Total Calories = 1040]",57.3,57.9,42.1,1040.0
Enchiladas Divorciadas,enchiladas-divorciadas,"[Protein = 48.1g, Fat = 34.3g, Carbs = 38.6g, Total Calories = 810]",48.1,34.3,38.6,810.0
Brussels Sprout Tacos with Spicy Peanut Butter,brussels-sprout-tacos-with-spicy-peanut-butter,"[Protein = 15.9g, Fat = 33.6g, Carbs = 43.1g, Total Calories = 750]",15.9,33.6,43.1,750.0
Arctic Char Tostadas,arctic-char-tostadas,"[Protein = 34.8g, Fat = 26.5g, Carbs = 47.3g, Total Calories = 740]",34.8,26.5,47.3,740.0
Pickled Rice Tabbouleh,pickled-rice-tabbouleh,"[Protein = 22.5g, Fat = 37.5g, Carbs = 72.3g, Total Calories = 950]",22.5,37.5,72.3,950.0
Black Lentil and Harissa-Roasted Veggie Bowl,black-lentil-and-harissa-roasted-veggie-bowl,"[Protein = 25.2g, Fat = 41.2g, Carbs = 53.1g, Total Calories = 840]",25.2,41.2,53.1,840.0
Hazelnut Granola and Chia Pudding Bowls,hazelnut-granola-and-chia-pudding-bowls,"[Protein = 14.1g, Fat = 41.8g, Carbs = 77.1g, Total Calories = 880]",14.1,41.8,77.1,880.0
Parsnip Skordalia,parsnip-skordalia,"[Protein = 5.4g, Fat = 26.5g, Carbs = 40.3g, Total Calories = 590]",5.4,26.5,40.3,590.0
Classic Cheese Ball,classic-cheese-ball,"[Protein = 13.2g, Fat = 28.9g, Carbs = 23.4g, Total Calories = 520]",13.2,28.9,23.4,520.0
Barbecued Pork Fried Rice with Mushrooms and Extra Ginger,barbecued-pork-fried-rice-with-mushrooms-and-extra-ginger,"[Protein = 25.4g, Fat = 20.2g, Carbs = 34.6g, Total Calories = 690]",25.4,20.2,34.6,690.0
Meatball Frittata with Mozzarella and Tomatoes,meatball-frittata-with-mozzarella-and-tomatoes,"[Protein = 28.3g, Fat = 38.5g, Carbs = 32.1g, Total Calories = 800]",28.3,38.5,32.1,800.0
Raw Caramel Peanut Crunch Bars,raw-caramel-peanut-crunch-bars,"[Protein = 9.5g, Fat = 33.7g, Carbs = 76.6g, Total Calories = 800]",9.5,33.7,76.6,800.0
Savory Dutch Baby for Two,savory-dutch-baby-for-two,"[Protein = 15.9g, Fat = 17.1g, Carbs = 24.6g, Total Calories = 430]",15.9,17.1,24.6,430.0
Almond Syrup Cake,almond-syrup-cake,"[Protein = 18.4g, Fat = 16.8g, Carbs = 53.2g, Total Calories = 710]",18.4,16.8,53.2,710.0
Irish Weekend Fry-Up,irish-weekend-fry-up-51145610,"[Protein = 27.5g, Fat = 56.2g, Carbs = 47.3g, Total Calories = 1010]",27.5,56.2,47.3,1010.0
Earl Grey Doughnuts with Brown Butter Glaze,earl-grey-doughnuts-with-brown-butter-glaze,"[Protein = 12.3g, Fat = 32.5g, Carbs = 68.4g, Total Calories = 820]",12.3,32.5,68.4,820.0
Crispy Scallop Salad,crispy-scallop-salad,"[Protein = 20.9g, Fat = 15.4g, Carbs = 32.5g, Total Calories = 570]",20.9,15.4,32.5,570.0
Mezcal Sour,mezcal-sour,"[Protein = 5.4g, Fat = 8.7g, Carbs = 27.3g, Total Calories = 180]",5.4,8.7,27.3,180.0
Grilled Chicken and Quinoa with Matcha Dressing,grilled-chicken-and-quinoa-with-matcha-dressing,"[Protein = 55.8g, Fat = 42.1g, Carbs = 65.2g, Total Calories = 1050]",55.8,42.1,65.2,1050.0
Black Seed Bread,black-seed-bread,"[Protein = 29.2g, Fat = 45.4g, Carbs = 65.5g, Total Calories = 890]",29.2,45.4,65.5,890.0
Winter Squash Frittata,winter-squash-frittata,"[Protein = 24.3g, Fat = 44.8g, Carbs = 67.9g, Total Calories = 980]",24.3,44.8,67.9,980.0
Avocado Water,avocado-water,"[Protein = 3.1g, Fat = 20.8g, Carbs = 39.4g, Total Calories = 320]",3.1,20.8,39.4,320.0
CBD Caramel Sauce,cbd-caramel-sauce,"[Protein = 6.7g, Fat = 17.2g, Carbs = 36.5g, Total Calories = 360]",6.7,17.2,36.5,360.0
Soy-Glazed Chicken with Broccoli,soy-glazed-chicken-with-broccoli,"[Protein = 31.3g, Fat = 17.4g, Carbs = 24.1g, Total Calories = 480]",31.3,17.4,24.1,480.0
Maple Meatloaf Muffins,maple-meatloaf-muffins,"[Protein = 56.8g, Fat = 29.9g, Carbs = 53.7g, Total Calories = 880]",56.8,29.9,53.7,880.0
Full Moon Chocolate Zucchini Cake,full-moon-chocolate-zucchini-cake,"[Protein = 14.6g, Fat = 28.9g, Carbs = 54.6g, Total Calories = 750]",14.6,28.9,54.6,750.0
Salted Plum Lychee Panna Cotta,salted-plum-lychee-panna-cotta,"[Protein = 2.7g, Fat = 4.1g, Carbs = 14.2g, Total Calories = 90]",2.7,4.1,14.2,90.0
Moroccan Lamb Stew,moroccan-lamb-stew,"[Protein = 39.8g, Fat = 35.2g, Carbs = 44.6g, Total Calories = 880]",39.8,35.2,44.6,880.0
Big-Batch Rice,big-batch-rice,"[Protein = 7.3g, Fat = 0.5g, Carbs = 35.4g, Total Calories = 160]",7.3,0.5,35.4,160.0
Lentil Soup with Wheat Berries and Kale,lentil-soup-with-wheat-berries-and-kale,"[Protein = 22.3g, Fat = 16.1g, Carbs = 37.7g, Total Calories = 540]",22.3,16.1,37.7,540.0
Creamy One-Pot Pasta with Sausage and Squash,creamy-one-pot-pasta-with-sausage-and-squash,"[Protein = 35.4g, Fat = 35.9g, Carbs = 56.8g, Total Calories = 990]",35.4,35.9,56.8,990.0
Make-Ahead Spanish Frittata,make-ahead-spanish-frittata,"[Protein = 36.8g, Fat = 24.9g, Carbs = 75.5g, Total Calories = 870]",36.8,24.9,75.5,870.0
Instant Pot Braised Lamb with White Beans and Spinach,instant-pot-braised-lamb-with-white-beans-and-spinach,"[Protein = 60.7g, Fat = 42.1g, Carbs = 72.2g, Total Calories = 1150]",60.7,42.1,72.2,1150.0
Winter Italian Chopped Salad,winter-italian-chopped-salad,"[Protein = 7.5g, Fat = 28.4g, Carbs = 29.6g, Total Calories = 490]",7.5,28.4,29.6,490.0
Almond Butter and Banana Pancakes,almond-butter-and-banana-pancakes,"[Protein = 17.5g, Fat = 31.4g, Carbs = 48.8g, Total Calories = 710]",17.5,31.4,48.8,710.0
Arugula and Persimmon Salad with Pistachio Vinaigrette,arugula-and-persimmon-salad-with-pistachio-vinaigrette,"[Protein = 2.8g, Fat = 19.1g, Carbs = 23.4g, Total Calories = 290]",2.8,19.1,23.4,290.0
Chocolate-Almond Butter Cups,chocolate-almond-butter-cups,"[Protein = 3.1g, Fat = 33.7g, Carbs = 67.4g, Total Calories = 830]",3.1,33.7,67.4,830.0
"Apples, Potatoes, and Bacon",apples-potatoes-and-bacon,"[Protein = 10.5g, Fat = 24.3g, Carbs = 75.1g, Total Calories = 760]",10.5,24.3,75.1,760.0
Pear and Pickled Radish,pear-and-pickled-radish,"[Protein = 4.1g, Fat = 18.9g, Carbs = 57.4g, Total Calories = 470]",4.1,18.9,57.4,470.0
Root Vegetable Hash,root-vegetable-hash,"[Protein = 10.3g, Fat = 19.4g, Carbs = 59.7g, Total Calories = 590]",10.3,19.4,59.7,590.0
Eggplant Parm,gluten-free-eggplant-parmesan,"[Protein = 24.5g, Fat = 44.5g, Carbs = 39.1g, Total Calories = 880]",24.5,44.5,39.1,880.0
Coconut-Fig Energy Balls,coconut-fig-energy-balls,"[Protein = 6.9g, Fat = 36.2g, Carbs = 43.5g, Total Calories = 670]",6.9,36.2,43.5,670.0
"A Salad of Brussels Sprouts, Clementines, and Russet Apple",a-salad-of-brussels-sprouts-clementines-and-russet-apple,"[Protein = 6.5g, Fat = 13.5g, Carbs = 46.4g, Total Calories = 460]",6.5,13.5,46.4,460.0
Beet and Carrot Salad,beet-and-carrot-salad,"[Protein = 7.6g, Fat = 42.8g, Carbs = 50.6g, Total Calories = 780]",7.6,42.8,50.6,780.0
Classic Smashed Cheeseburger,classic-smashed-cheeseburger-51261810,"[Protein = 89.4g, Fat = 74.8g, Carbs = 99.2g, Total Calories = 1420]",89.4,74.8,99.2,1420.0
Penne alla Vodka,penne-alla-vodka-106042,"[Protein = 38.9g, Fat = 38.6g, Carbs = 104.2g, Total Calories = 1160]",38.9,38.6,104.2,1160.0
"""Nextover"" Chile-Orange Pork Stir-Fry",nextover-chile-orange-pork-stir-fry,"[Protein = 51.8g, Fat = 54.1g, Carbs = 58.4g, Total Calories = 1100]",51.8,54.1,58.4,1100.0
Slow-Cooker Chipotle-Orange Pork Tacos,slow-cooker-chipotle-orange-pork-tacos,"[Protein = 157.2g, Fat = 84.3g, Carbs = 34.3g, Total Calories = 1400]",157.2,84.3,34.3,1400.0
New Year's Eve Meat Pie,new-years-eve-meat-pie,"[Protein = 107.1g, Fat = 89.5g, Carbs = 58.2g, Total Calories = 1180]",107.1,89.5,58.2,1180.0
Chocolate-Tahini Linzer Cookies,chocolate-tahini-linzer-cookies,"[Protein = 28.4g, Fat = 28.1g, Carbs = 67.2g, Total Calories = 830]",28.4,28.1,67.2,830.0
Slow Roast Beef,slow-roast-beef,"[Protein = 94.1g, Fat = 104.6g, Carbs = 51.3g, Total Calories = 1480]",94.1,104.6,51.3,1480.0
Grapefruit Bars with Candied Zest,grapefruit-bars-with-candied-zest,"[Protein = 27.4g, Fat = 42.1g, Carbs = 86.1g, Total Calories = 960]",27.4,42.1,86.1,960.0
Raspberry Rugelach,raspberry-rugelach,"[Protein = 45.3g, Fat = 49.1g, Carbs = 92.1g, Total Calories = 1160]",45.3,49.1,92.1,1160.0
Double Pecan Thumbprints,double-pecan-thumbprints,"[Protein = 28.9g, Fat = 72.5g, Carbs = 76.8g, Total Calories = 1230]",28.9,72.5,76.8,1230.0
Salted Chocolate Halva,salted-chocolate-halva,"[Protein = 27.5g, Fat = 91.2g, Carbs = 106.3g, Total Calories = 1380]",27.5,91.2,106.3,1380.0
Pineapple-Glazed Ham,pineapple-glazed-ham,"[Protein = 69.8g, Fat = 26.3g, Carbs = 66.5g, Total Calories = 970]",69.8,26.3,66.5,970.0
Trout Toast with Soft Scrambled Eggs,trout-toast-with-soft-scrambled-eggs,"[Protein = 43.2g, Fat = 56.1g, Carbs = 75.2g, Total Calories = 1040]",43.2,56.1,75.2,1040.0
Spiced Chickpeas and Greens Frittata,spiced-chickpeas-and-greens-frittata,"[Protein = 54.1g, Fat = 78.3g, Carbs = 94.2g, Total Calories = 1240]",54.1,78.3,94.2,1240.0
Egg and Merguez Wraps,egg-and-merguez-wraps,"[Protein = 59.6g, Fat = 60.4g, Carbs = 59.7g, Total Calories = 1100]",59.6,60.4,59.7,1100.0
"Chicory, Bacon, and Poached Egg Salad",chicory-bacon-and-poached-egg-salad,"[Protein = 33.5g, Fat = 77.1g, Carbs = 65.3g, Total Calories = 1150]",33.5,77.1,65.3,1150.0
Citrus-and-Dill Gravlax,citrus-and-dill-gravlax,"[Protein = 88.3g, Fat = 56.8g, Carbs = 70.5g, Total Calories = 1180]",88.3,56.8,70.5,1180.0
Steak and Eggs with Saucy Beans,steak-and-eggs-with-saucy-beans,"[Protein = 99.2g, Fat = 68.4g, Carbs = 81.7g, Total Calories = 1340]",99.2,68.4,81.7,1340.0
Zebra-Striped Shortbread Cookies,zebra-striped-shortbread-cookies,"[Protein = 68.3g, Fat = 89.5g, Carbs = 89.2g, Total Calories = 1450]",68.3,89.5,89.2,1450.0
Cold Toddy,cold-toddy,"[Protein = 17.4g, Fat = 33.6g, Carbs = 78.5g, Total Calories = 710]",17.4,33.6,78.5,710.0
Spicy Lightly Pickled Cucumbers,spicy-lightly-pickled-cucumbers,"[Protein = 9.4g, Fat = 22.4g, Carbs = 39.1g, Total Calories = 400]",9.4,22.4,39.1,400.0
Pimiento Cheese Crackers,pimiento-cheese-crackers,"[Protein = 27.1g, Fat = 48.3g, Carbs = 56.1g, Total Calories = 880]",27.1,48.3,56.1,880.0
Snickerdoodle Party Cookies,snickerdoodle-party-cookies,"[Protein = 18.1g, Fat = 68.2g, Carbs = 93.7g, Total Calories = 1230]",18.1,68.2,93.7,1230.0
Onion-Dip Potato Chips,onion-dip-potato-chips,"[Protein = 12.3g, Fat = 44.2g, Carbs = 55.7g, Total Calories = 720]",12.3,44.2,55.7,720.0
Mortadella Moments,mortadella-moments,"[Protein = 40.9g, Fat = 72.5g, Carbs = 63.4g, Total Calories = 1130]",40.9,72.5,63.4,1130.0
Marinated Manchego,marinated-manchego,"[Protein = 46.6g, Fat = 45.1g, Carbs = 35.8g, Total Calories = 940]",46.6,45.1,35.8,940.0
Lemon-Pepper Salami Bites,lemon-pepper-salami-bites,"[Protein = 57.2g, Fat = 68.6g, Carbs = 39.2g, Total Calories = 1140]",57.2,68.6,39.2,1140.0
Chicken and Bacon Choucroute with Potato Salad,chicken-and-bacon-choucroute-with-potato-salad,"[Protein = 62.3g, Fat = 98.5g, Carbs = 93.7g, Total Calories = 1350]",62.3,98.5,93.7,1350.0
Jerk-Spiced Duck,jerk-spiced-duck,"[Protein = 71.8g, Fat = 97.2g, Carbs = 65.5g, Total Calories = 1480]",71.8,97.2,65.5,1480.0
Sausage and Greens Sheet-Pan Dinner,sausage-and-greens-sheet-pan-dinner,"[Protein = 57.7g, Fat = 62.3g, Carbs = 94.5g, Total Calories = 1240]",57.7,62.3,94.5,1240.0
Oven Risotto with Crispy Roasted Mushrooms,oven-risotto-with-crispy-roasted-mushrooms,"[Protein = 26.5g, Fat = 36.4g, Carbs = 79.7g, Total Calories = 930]",26.5,36.4,79.7,930.0
Plain Popcorn,plain-popcorn-108511,"[Protein = 3.7g, Fat = 8.1g, Carbs = 21.9g, Total Calories = 160]",3.7,8.1,21.9,160.0
Luscious Hot Chocolate,luscious-hot-chocolate-351089,"[Protein = 16.3g, Fat = 37.7g, Carbs = 50.2g, Total Calories = 670]",16.3,37.7,50.2,670.0
Sheet-Pan Grilled Cheese,sheet-pan-grilled-cheese-56390006,"[Protein = 30.8g, Fat = 38.1g, Carbs = 53.6g, Total Calories = 800]",30.8,38.1,53.6,800.0
Pigs-in-a-Blanket with Sauerkraut and Mustard,pigs-in-a-blanket-with-sauerkraut-and-mustard-51260010,"[Protein = 52.6g, Fat = 50.2g, Carbs = 55.7g, Total Calories = 950]",52.6,50.2,55.7,950.0
Big-Batch Seasoned Ground Beef,big-batch-seasoned-ground-beef,"[Protein = 36.3g, Fat = 45.6g, Carbs = 48.4g, Total Calories = 950]",36.3,45.6,48.4,950.0
Salmon and Bok Choy Green Coconut Curry,salmon-and-bok-choy-green-coconut-curry,"[Protein = 86.3g, Fat = 59.1g, Carbs = 77.8g, Total Calories = 1180]",86.3,59.1,77.8,1180.0
Porcini Popovers,porcini-popovers,"[Protein = 23.7g, Fat = 41.3g, Carbs = 92.3g, Total Calories = 950]",23.7,41.3,92.3,950.0
Citrusy Haricots Verts,citrusy-haricots-verts,"[Protein = 9.1g, Fat = 23.6g, Carbs = 36.4g, Total Calories = 440]",9.1,23.6,36.4,440.0
Creamy Potato and Leek Gratin,creamy-potato-and-leek-gratin,"[Protein = 25.7g, Fat = 68.3g, Carbs = 73.2g, Total Calories = 1050]",25.7,68.3,73.2,1050.0
Cranberry-Pistachio Baked Alaska,cranberry-pistachio-baked-alaska,"[Protein = 17.1g, Fat = 51.8g, Carbs = 49.6g, Total Calories = 870]",17.1,51.8,49.6,870.0
Orange-Ginger Pickled Baby Carrots,orange-ginger-pickled-baby-carrots,"[Protein = 10.9g, Fat = 20.1g, Carbs = 46.3g, Total Calories = 480]",10.9,20.1,46.3,480.0
Truffled Bay Scallops with Celery Purée,truffled-bay-scallops-with-celery-puree,"[Protein = 11.4g, Fat = 14.5g, Carbs = 48.5g, Total Calories = 500]",11.4,14.5,48.5,500.0
Pomegranate Prosecco Punch,pomegranate-prosecco-punch,"[Protein = 16.5g, Fat = 17.3g, Carbs = 47.4g, Total Calories = 600]",16.5,17.3,47.4,600.0
Crazy Sesame Breadsticks,crazy-sesame-breadsticks,"[Protein = 9.7g, Fat = 9.3g, Carbs = 43.4g, Total Calories = 280]",9.7,9.3,43.4,280.0
Beef Rib Roast with Garlic and Rosemary,beef-rib-roast-with-garlic-and-rosemary,"[Protein = 67.4g, Fat = 64.1g, Carbs = 68.7g, Total Calories = 1180]",67.4,64.1,68.7,1180.0
Watercress and Persimmon Salad with Champagne Vinaigrette,watercress-and-persimmon-salad-with-champagne-vinaigrette,"[Protein = 37.5g, Fat = 37.9g, Carbs = 47.3g, Total Calories = 830]",37.5,37.9,47.3,830.0
Candied Kumquats,candied-kumquats,"[Protein = 3.6g, Fat = 1.5g, Carbs = 30.5g, Total Calories = 140]",3.6,1.5,30.5,140.0
Chocolate-Hazelnut Napoleons,chocolate-hazelnut-napoleons,"[Protein = 18.7g, Fat = 39.8g, Carbs = 58.6g, Total Calories = 850]",18.7,39.8,58.6,850.0
Chocolate Shortbread Slice,chocolate-shortbread-slice-bars,"[Protein = 4.5g, Fat = 44.1g, Carbs = 61.9g, Total Calories = 1020]",4.5,44.1,61.9,1020.0
Raw Peppermint Slice,raw-peppermint-chocolate-coconut-slice-bars,"[Protein = 9.2g, Fat = 33.9g, Carbs = 108.3g, Total Calories = 970]",9.2,33.9,108.3,970.0
Savory Kimchi Oatmeal Bowl,savory-kimchi-oatmeal-bowl,"[Protein = 14.4g, Fat = 20.1g, Carbs = 55.5g, Total Calories = 470]",14.4,20.1,55.5,470.0
Orange and Poppy Seed Stollen,orange-and-poppy-seed-stollen,"[Protein = 24.7g, Fat = 38.6g, Carbs = 146.3g, Total Calories = 1140]",24.7,38.6,146.3,1140.0
A  Jolly Good Mince Pie,a-jolly-good-mince-pie-nigel-slater,"[Protein = 8.5g, Fat = 34.4g, Carbs = 72.7g, Total Calories = 800]",8.5,34.4,72.7,800.0
Crunchy Chocolate Caramel Layer Cake,crunchy-chocolate-caramel-layer-cake,"[Protein = 10.9g, Fat = 53.8g, Carbs = 98.5g, Total Calories = 1130]",10.9,53.8,98.5,1130.0
